상호명,도로명주소,지번주소,위도,경도
진미오겹살,대전광역시 서구 용문로 41-80,대전광역시 서구 괴정동 426-1,36.33952883,127.3888647
대별동한식뷔페,대전광역시 동구 산서로 1624-5,대전광역시 동구 대별동 162-10,36.28756931,127.4595375
밥풀,대전광역시 동구 동대전로131번길 8-7,대전광역시 동구 자양동 261-11,36.33450477,127.445312
써브웨이,대전광역시 서구 관저로 142,대전광역시 서구 관저동 1515,36.29856607,127.3379351
풍기인견나라,대전광역시 중구 문창로6번길 29,대전광역시 중구 문창동 364-8,36.314939,127.4376998
와플하우스,대전광역시 서구 둔산로 29,대전광역시 서구 둔산동 985,36.35201419,127.3772357
홍루이젠,대전광역시 서구 대덕대로 325,대전광역시 서구 월평동 243,36.36190969,127.3789286
떼제,대전광역시 유성구 신성로61번길 79,대전광역시 유성구 자운동 22-53,36.39246736,127.3494798
크러쉬온,대전광역시 동구 신기로101번길 36-14,대전광역시 동구 가오동 449,36.31126836,127.4566458
라하프헤어,대전광역시 서구 원도안로 189,대전광역시 서구 도안동 1243,36.32054364,127.3437522
법무법인청연대전분사무소,대전광역시 서구 둔산로137번길 44,대전광역시 서구 둔산동 1391,36.35328546,127.3895594
리사이드,대전광역시 서구 월평북로 85,대전광역시 서구 월평동 237,36.36245398,127.3778768
도이식탁,대전광역시 유성구 문화원로 86,대전광역시 유성구 봉명동 620,36.35880223,127.3455036
대원이앤비,대전광역시 중구 태평로 144,대전광역시 중구 태평동 346-27,36.32912301,127.3966759
띠울아쿠아3층매점,대전광역시 중구 보문산공원로 551,대전광역시 중구 대사동 99-7,36.31667472,127.4255486
주택관리,대전광역시 서구 중반1길 69,대전광역시 서구 변동 12-35,36.327233,127.3813201
관저동행공인중개사사무소,대전광역시 서구 계백로828번길 16,대전광역시 서구 관저동 1975-1,36.29344507,127.3215236
하얀공인중개사사무소,대전광역시 서구 배재로91번길 11,대전광역시 서구 도마동 545,36.31677658,127.3706003
세이브존에드윈피에이티,대전광역시 서구 둔산로 201,대전광역시 서구 둔산동 1809,36.35510448,127.3981468
세웅이네가족식당,대전광역시 중구 목중로10번길 9-9,대전광역시 중구 중촌동 410-9,36.33583559,127.4126089
황금분식,대전광역시 대덕구 아리랑로113번길 57,대전광역시 대덕구 읍내동 245-10,36.37596062,127.420276
커피나루,대전광역시 동구 홍도로 1,대전광역시 동구 홍도동 13-9,36.34664639,127.430353
포일,대전광역시 중구 대종로517번길 36,대전광역시 중구 선화동 236-5,36.32915113,127.4224385
이브제이,대전광역시 서구 둔산북로 22,대전광역시 서구 둔산동 967,36.35556427,127.3770737
나성이엔지,대전광역시 중구 대흥로 161,대전광역시 중구 대흥동 119-3,36.32503131,127.4297195
명동공인중개사사무소,대전광역시 중구 유천로 14-1,대전광역시 중구 유천동 168-50,36.31406691,127.3992308
럭샵#LUCK#,대전광역시 유성구 유성대로642번길 53,대전광역시 유성구 구암동 623-8,36.35041362,127.3312128
락,대전광역시 동구 은어송로51번길 12,대전광역시 동구 가오동 600,36.30646657,127.4550868
디라인,대전광역시 서구 월평새뜸로8번길 73-15,대전광역시 서구 월평동 1247,36.35441144,127.3568048
오스카,대전광역시 서구 계룡로 381,대전광역시 서구 갈마동 271-30,36.35220535,127.3707164
올리비아#,대전광역시 유성구 원신흥로55번길 53-16,대전광역시 유성구 원신흥동 497-12,36.34084572,127.343192
서현A공인중개사사무소,대전광역시 서구 원도안로224번길 25,대전광역시 서구 도안동 1103,36.32356687,127.3461325
필,대전광역시 중구 대종로460번길 28,대전광역시 중구 대흥동 131-1,36.32620872,127.4290427
온누리마트,대전광역시 서구 바탕들3길 24,대전광역시 서구 도마동 175-28,36.31308436,127.381521
케어필라테스,대전광역시 유성구 테크노4로 98-4,대전광역시 유성구 관평동 813,36.42633155,127.3896238
한아름,대전광역시 서구 대신1길 43,대전광역시 서구 도마동 174-21,36.31200031,127.3810284
세사리빙,대전광역시 동구 한밭대로 1200,대전광역시 동구 용전동 25-6,36.35877548,127.4318803
매직PC방,대전광역시 서구 둔산로137번길 18,대전광역시 서구 둔산동 1484,36.35212255,127.3895016
홍도가,대전광역시 동구 중앙로193번길 8,대전광역시 동구 중동 60-4,36.33093019,127.4307013
피자와썹,대전광역시 동구 용운로 114-13,대전광역시 동구 용운동 461-1,36.32723241,127.4552764
오리가,대전광역시 서구 정림서로 206,대전광역시 서구 정림동 583,36.30600069,127.3626809
웅진창업컨설팅,대전광역시 서구 계룡로546번길 7-31,대전광역시 서구 괴정동 7-23,36.34201518,127.3851356
미셸모다대전,대전광역시 유성구 대정로 5,대전광역시 유성구 대정동 303-2,36.31291913,127.3195843
에이치와이디자인,대전광역시 서구 동서대로1080번길 4,대전광역시 서구 변동 14-36,36.32880488,127.3802941
착한보리밥,대전광역시 유성구 진잠로74번길 29,대전광역시 유성구 원내동 309-20,36.29881581,127.318226
선화동한가네닭발,대전광역시 중구 계백로1685번길 10,대전광역시 중구 오류동 165-8,36.32139588,127.4068035
송가네뒷고기삼겹살,대전광역시 중구 대종로529번길 6,대전광역시 중구 선화동 13-3,36.33062233,127.4228843
신한밭공인중개사사무소,대전광역시 유성구 학하서로121번길 71-14,대전광역시 유성구 덕명동 587-5,36.34990641,127.2977825
뮤즈헤어,대전광역시 서구 관저로 176,대전광역시 서구 관저동 1408,36.29877512,127.3415185
무드앤헤어,대전광역시 서구 대덕대로 319,대전광역시 서구 월평동 244,36.36146891,127.3790881
해피보리네,대전광역시 유성구 은구비남로33번길 51,대전광역시 유성구 지족동 902-4,36.37455277,127.319126
파다건축인테리어,대전광역시 유성구 진잠로78번길 19,대전광역시 유성구 원내동 225-13,36.29912361,127.3168873
장미맨숀,대전광역시 동구 한남로8번길 9,대전광역시 동구 홍도동 102-4,36.3517327,127.4272632
씨유대전,대전광역시 유성구 자운로221번길 98,대전광역시 유성구 신봉동 5-2,36.4131574,127.340822
정안세차장,대전광역시 동구 대전로 416,대전광역시 동구 가오동 372-3,36.30392231,127.4544921
슈맥마라탕,대전광역시 중구 동서대로 1391,대전광역시 중구 목동 107-26,36.33314404,127.4114262
어른들의사춘기,대전광역시 유성구 죽동로280번길 7,대전광역시 유성구 죽동 714-6,36.37124276,127.3379328
비에치우송대,대전광역시 동구 동대전로 149,대전광역시 동구 자양동 68-4,36.33538376,127.4463417
엔씨대전삼백돈,대전광역시 유성구 계룡로 119,대전광역시 유성구 봉명동 549-11,36.35373823,127.3440419
더마이스터,대전광역시 유성구 테크노4로 17,대전광역시 유성구 관평동 684,36.4324062,127.3949966
곰수산,대전광역시 대덕구 우암로 442,대전광역시 대덕구 비래동 147-5,36.35753322,127.4534497
선우이엔지,대전광역시 서구 둔산서로 17,대전광역시 서구 둔산동 1254,36.34824773,127.3825911
대광공조시스템,대전광역시 중구 수침로 75,대전광역시 중구 태평동 260-7,36.32619139,127.3997503
코코잡화월드,대전광역시 서구 계백로 1449-1,대전광역시 서구 도마동 141-13,36.31419522,127.3819688
디에스쿡,대전광역시 동구 대전로340번길 20,대전광역시 동구 대성동 30,36.29869877,127.4612868
종로맥가,대전광역시 유성구 학하서로35번길 45-2,대전광역시 유성구 계산동 735-5,36.34085745,127.3023197
헤어위즈,대전광역시 유성구 봉산로 22,대전광역시 유성구 봉산동 233-8,36.43558447,127.3873206
미드멜리호텔,대전광역시 서구 둔산중로40번길 27,대전광역시 서구 둔산동 1446,36.35030479,127.3882792
시골농장산닭집,대전광역시 서구 관저동로 47-13,대전광역시 서구 관저동 1377,36.29612511,127.3398262
닭발1번지,대전광역시 서구 월평로 78,대전광역시 서구 월평동 684-1,36.35597229,127.3655496
카페350,대전광역시 서구 만년로68번길 23,대전광역시 서구 만년동 350,36.36621685,127.3805102
아이더현대아울렛,대전광역시 유성구 테크노중앙로 123,대전광역시 유성구 용산동 608,36.42342966,127.3985232
대동집대전,대전광역시 유성구 온천북로13번길 20,대전광역시 유성구 봉명동 626-2,36.35799723,127.3449755
아이언브릭,대전광역시 유성구 죽동로279번길 5-17,대전광역시 유성구 죽동 718-1,36.37186854,127.3386407
워시팡팡무인셀프빨래방대전,대전광역시 유성구 대정로42번길 68-13,대전광역시 유성구 대정동 309-4,36.3146449,127.3219413
윤샵,대전광역시 유성구 문화원로10번길 53,대전광역시 유성구 장대동 366-1,36.35924819,127.3381124
조선닭볶음탕,대전광역시 동구 동서대로1683번길 64-4,대전광역시 동구 용전동 63-40,36.35185372,127.4356518
대전구제아울렛,대전광역시 동구 중앙로 190,대전광역시 동구 중동 27-29,36.33008129,127.4303399
도미라토탈뷰티,대전광역시 중구 목동로 25,대전광역시 중구 목동 21-27,36.33318211,127.4081845
카페빽사장,대전광역시 서구 도마2길 69,대전광역시 서구 도마동 134-64,36.31509145,127.3827413
르하임스터디카페,대전광역시 유성구 테크노4로 141,대전광역시 유성구 관평동 913,36.42225771,127.3878157
더케이가구,대전광역시 대덕구 한밭대로 1038,대전광역시 대덕구 오정동 65-2,36.3580126,127.4138797
쁘띠펫,대전광역시 서구 도산로253번길 51,대전광역시 서구 내동 17-11,36.3314645,127.3804735
늘사진관,대전광역시 동구 대전로448번길 85-25,대전광역시 동구 가오동 522,36.30935259,127.4555233
엉클부대찌개,대전광역시 서구 계룡로553번안길 47,대전광역시 서구 탄방동 763,36.34609367,127.387833
나인팩토리,대전광역시 동구 계족로450번길 9-24,대전광역시 동구 용전동 128-3,36.3527708,127.4332832
오늘의간판,대전광역시 서구 도솔로 457-9,대전광역시 서구 탄방동 64-7,36.3442096,127.3948217
네츄럴리빙,대전광역시 동구 대전로 755-4,대전광역시 동구 원동 34-2,36.32731613,127.4344922
제이제이스냅,대전광역시 유성구 지족로 222-7,대전광역시 유성구 지족동 1034-3,36.38440169,127.3032127
데얼바이,대전광역시 중구 중앙로 126-1,대전광역시 중구 대흥동 630,36.32786986,127.4239962
차차워커스,대전광역시 유성구 덕명서로2번길 29-5,대전광역시 유성구 덕명동 517-4,36.35866882,127.3027959
야인상회,대전광역시 서구 한밭대로570번길 40,대전광역시 서구 월평동 498,36.35651128,127.3618349
다누리한국표준과학연구원점,대전광역시 유성구 가정로 267,대전광역시 유성구 도룡동 414,36.38559386,127.368508
피크닉스,대전광역시 서구 탄방로 51,대전광역시 서구 탄방동 60-28,36.34297129,127.3923359
과일집,대전광역시 동구 대전로1002번길 27,대전광역시 동구 홍도동 136-39,36.34621081,127.4203629
성심기정떡,대전광역시 유성구 배울2로 6,대전광역시 유성구 관평동 664,36.42257751,127.3834083
우쿠야앤닭익는마을대전,대전광역시 유성구 엑스포로151번길 19,대전광역시 유성구 도룡동 4-9,36.3761527,127.3953879
베네통현대아울렛대전,대전광역시 유성구 테크노중앙로 123,대전광역시 유성구 용산동 579,36.42342966,127.3985232
서울칼라,대전광역시 대덕구 신탄진로 804-1,대전광역시 대덕구 신탄진동 143-19,36.44928479,127.4294585
아이스달콤상회,대전광역시 서구 도솔로 139,대전광역시 서구 도마동 34-26,36.32311925,127.3736233
갯뻘,대전광역시 유성구 원신흥남로12번길 41-12,대전광역시 유성구 원신흥동 552-11,36.33406318,127.3406201
지에스25,대전광역시 대덕구 홍도로129번길 68,대전광역시 대덕구 중리동 232-15,36.35770705,127.4233196
세븐일레븐,대전광역시 서구 도산로370번길 20,대전광역시 서구 용문동 260-1,36.33667389,127.3927969
몽뜨,대전광역시 서구 둔산중로 19,대전광역시 서구 탄방동 590,36.34821213,127.3861787
크린하우스,대전광역시 서구 도산로282번길 88-10,대전광역시 서구 가장동 30-24,36.32890836,127.3881346
소소림,대전광역시 유성구 동서대로 184-45,대전광역시 유성구 덕명동 176-73,36.34764183,127.2943046
닷지,대전광역시 대덕구 우암로 448,대전광역시 대덕구 비래동 135-12,36.35778112,127.4524786
한성,대전광역시 유성구 노은서로96번길 25,대전광역시 유성구 노은동 506-11,36.36859235,127.3154113
성창신발,대전광역시 동구 중앙로200번길 33,대전광역시 동구 원동 55-1,36.32935178,127.432339
섹시노래연습장,대전광역시 유성구 온천북로33번길 36-38,대전광역시 유성구 봉명동 642-2,36.35812893,127.3492865
강남컴퍼니,대전광역시 유성구 동서대로656번길 16-19,대전광역시 유성구 용계동 668-3,36.33110137,127.3347083
청향일식,대전광역시 중구 계룡로 923,대전광역시 중구 문화동 1-135,36.32083371,127.4152608
티제이전기,대전광역시 서구 갈마로313번길 41-23,대전광역시 서구 가장동 44-24,36.33143729,127.3874353
토피아잉글리쉬존대전외국어학원,대전광역시 서구 둔산로 136,대전광역시 서구 둔산동 1451,36.35098435,127.3889869
향우한방족발,대전광역시 서구 도마로 47,대전광역시 서구 변동 56-13,36.32248889,127.3754437
카페에그마마,대전광역시 서구 신갈마로211번안길 7,대전광역시 서구 갈마동 297-2,36.35293635,127.3640924
곱창고대전,대전광역시 동구 동대전로 128,대전광역시 동구 대동 400-34,36.33350658,127.4457869
세진유통,대전광역시 서구 갈마로 231-1,대전광역시 서구 괴정동 93-50,36.33498779,127.3803565
커피심포니,대전광역시 서구 둔산남로9번길 45,대전광역시 서구 둔산동 1196,36.35005651,127.3785882
아트하우스,대전광역시 유성구 은구비서로23번길 29,대전광역시 유성구 지족동 910-20,36.37508771,127.3196897
당신의약국,대전광역시 유성구 온천북로13번길 21,대전광역시 유성구 봉명동 615-2,36.35804819,127.3444069
필립휘트니스,대전광역시 서구 청사로 120,대전광역시 서구 월평동 291,36.35953866,127.3770532
킴댄스무도학원,대전광역시 동구 중앙로204번길 101,대전광역시 동구 원동 36-6,36.32681972,127.4343399
서현에어컨,대전광역시 대덕구 중리남로8번길 87,대전광역시 대덕구 중리동 140-5,36.36520841,127.4295714
청룡각,대전광역시 동구 용운동2길 8,대전광역시 동구 용운동 486,36.32639528,127.4496019
마루,대전광역시 동구 은어송로51번길 6-11,대전광역시 동구 가오동 598,36.30673016,127.4555749
세컨페이스안경원,대전광역시 서구 문정로 85,대전광역시 서구 탄방동 744,36.34703612,127.3888395
메종드해인,대전광역시 유성구 원신흥남로42번길 11-18,대전광역시 유성구 원신흥동 543-1,36.33699288,127.3391028
비와이씨이불침구,대전광역시 대덕구 중리로 47-1,대전광역시 대덕구 중리동 384-7,36.36336595,127.4249939
대전레전드에프씨,대전광역시 유성구 엑스포로 213,대전광역시 유성구 원촌동 52,36.37687512,127.4028384
삼성물산현대프리미엄아울렛,대전광역시 유성구 테크노중앙로 123,대전광역시 유성구 용산동 579,36.42342966,127.3985232
공생,대전광역시 대덕구 대청로 62,대전광역시 대덕구 신탄진동 16-2,36.45274576,127.4351896
하리,대전광역시 서구 관저중로 70,대전광역시 서구 관저동 1106,36.29815477,127.3352776
메타월드,대전광역시 유성구 유성대로736번길 46,대전광역시 유성구 장대동 282-7,36.3584353,127.3361694
최고식품니혼만땅,대전광역시 서구 계룡로 598,대전광역시 서구 괴정동 423-1,36.34069505,127.3895686
스타일온,대전광역시 중구 대종로 61-13,대전광역시 중구 옥계동 48-1,36.29822409,127.4539973
에덴헤어,대전광역시 중구 동서대로1194번길 9,대전광역시 중구 태평동 409-15,36.32595627,127.3924568
완도수산야채막회,대전광역시 중구 보문산로 129,대전광역시 중구 산성동 329-16,36.3054993,127.3945308
전시/컨벤션/행사 대행 서비스업,대전광역시 동구 중심5길 15,대전광역시 동구 판암동 565-4,36.32013149,127.4515503
삼선미용실,대전광역시 동구 옛신탄진로 69,대전광역시 동구 홍도동 134-18,36.34659083,127.4225326
파리바게뜨,대전광역시 유성구 반석로 23,대전광역시 유성구 반석동 639-1,36.39131203,127.312169
오버랩,전라남도 목포시 교육로 97,전라남도 목포시 상동 823-9,34.80530211,126.418084
귀농귀촌체험민박,전라남도 장흥군 관산읍 옥당신촌길 27-15,전라남도 장흥군 관산읍 옥당리 817-1,34.56547528,126.9268005
피오나킴헤어,전라남도 목포시 원산로145번길 8,전라남도 목포시 연산동 1269-6,34.81106245,126.3817996
고기목장,전라남도 목포시 영산로 321,전라남도 목포시 용당동 1088-4,34.80603882,126.4006614
순천만예랑펜션,전라남도 순천시 해룡면 해룡로 684-13,전라남도 순천시 해룡면 선학리 504,34.88259891,127.5287801
일성이용원,전라남도 곡성군 석곡면 강변로 18,전라남도 곡성군 석곡면 석곡리 169-5,35.13084037,127.2552881
카페달빛여수,전라남도 여수시 고소3길 22-1,전라남도 여수시 고소동 571,34.73986559,127.738125
헤어공감,전라남도 영광군 홍농읍 홍농로 457-11,전라남도 영광군 홍농읍 상하리 171-3,35.39542628,126.4459805
목포다찌,전라남도 목포시 원산로 68,전라남도 목포시 산정동 1779-11,34.8052929,126.3763282
예울,전라남도 여수시 시전6길 20,전라남도 여수시 신기동 73-12,34.76062429,127.6734902
빨강머리앤종합화장품,전라남도 영암군 삼호읍 중앙촌길 22,전라남도 영암군 삼호읍 용앙리 285-3,34.74665039,126.4689455
아리랑민박,전라남도 진도군 군내면 명량대첩로 121,전라남도 진도군 군내면 둔전리 1-34,34.56138729,126.3086694
정원고시텔,전라남도 순천시 우석로 75,전라남도 순천시 덕월동 483,34.9353895,127.4887531
아름다운방,전라남도 영암군 삼호읍 대불주거5로 5,전라남도 영암군 삼호읍 용앙리 1681-1,34.75432477,126.4563752
팔영산편백치유의숲매점,전라남도 고흥군 영남면 천사로 529-191,전라남도 고흥군 영남면 금사리 산37-60,34.61920606,127.4099162
제이브루,전라남도 광양시 광양읍 호북길 3-16,전라남도 광양시 광양읍 칠성리 898-9,34.97997604,127.583172
큰손슈퍼,전라남도 장흥군 장흥읍 읍성로 125,전라남도 장흥군 장흥읍 동동리 279,34.67878964,126.8984858
어울림당구장,전라남도 목포시 텃골로13번길 70,전라남도 목포시 상동 251-5,34.81675682,126.418641
아시아마트,전라남도 영광군 영광읍 신남로4길 7,전라남도 영광군 영광읍 남천리 325,35.27518475,126.5040382
센소리엘,전라남도 여수시 웅천로 108,전라남도 여수시 웅천동 1880-5,34.74142744,127.6754004
영화루,전라남도 담양군 담양읍 추성로 1312,전라남도 담양군 담양읍 천변리 4,35.3197002,126.9815946
안나제이의네일,전라남도 순천시 팔마로 269,전라남도 순천시 연향동 1050-54,34.93725734,127.5133391
더나인PT,전라남도 목포시 옥암로 187,전라남도 목포시 석현동 1168-19,34.81472781,126.4213466
배스킨라빈스목포석현점,전라남도 목포시 영산로 635,전라남도 목포시 석현동 815-1,34.82220871,126.4220017
공지안,전라남도 목포시 연산백련로1번길 16-7,전라남도 목포시 연산동 1980-9,34.81566827,126.3919831
차차차,전라남도 신안군 지도읍 동촌길 73,전라남도 신안군 지도읍 읍내리 274-11,35.06004446,126.2105904
숲속의자연관광농원,전라남도 여수시 교동남1길 6-1,전라남도 여수시 교동 539,34.73964818,127.7334844
문더스애드목포,전라남도 목포시 마인계터로40번길 4,전라남도 목포시 죽동 220,34.79035546,126.3829691
평림참샘물협동조합,전라남도 장성군 삼계면 생촌길 41-7,전라남도 장성군 삼계면 생촌리 261-1,35.32312192,126.6588601
새림의료재단압해생태요양병원,전라남도 신안군 압해읍 추섬길 50,전라남도 신안군 압해읍 대천리 253-1,34.86523945,126.2874015
고흥해창만바닷깨비,전라남도 고흥군 포두면 팔영로 385,전라남도 고흥군 포두면 오취리 1161-1,34.58103637,127.393422
큐브,전라남도 순천시 봉화로 274,전라남도 순천시 조례동 1685-2,34.95776442,127.5198206
육회랑족발이랑,전라남도 목포시 양을로41번길 40,전라남도 목포시 산정동 994-4,34.80385915,126.3789899
공간플라워,전라남도 고흥군 고흥읍 터미널길 35,전라남도 고흥군 고흥읍 서문리 218-34,34.60843726,127.2812775
커피앤스윔,전라남도 보성군 보성읍 용문길 36-16,전라남도 보성군 보성읍 용문리 174,34.77504966,127.0958564
네일트리,전라남도 나주시 그린로 153,전라남도 나주시 빛가람동 600,35.01081328,126.7832109
마리네민박,전라남도 강진군 강진읍 목화길 13-5,전라남도 강진군 강진읍 동성리 599,34.64698697,126.7712077
원조하당먹거리,전라남도 목포시 신흥로 98,전라남도 목포시 옥암동 1004,34.80542059,126.4307146
바닷길가든,전라남도 진도군 고군면 진도대로 1297,전라남도 진도군 고군면 금계리 114-8,34.43984092,126.3541317
수스,전라남도 광양시 항만11로 70,전라남도 광양시 중동 1811-1,34.92850781,127.6941708
다옴옷수선,전라남도 광양시 제철로 997-8,전라남도 광양시 황길동 955,34.91135926,127.6529664
족뱅이족발,전라남도 목포시 용당로 274,전라남도 목포시 용해동 921-15,34.81128785,126.3995217
주니어1234,전라남도 여수시 웅천남6로 21,전라남도 여수시 웅천동 1884-5,34.7393568,127.6764569
산수식당,전라남도 여수시 소라면 의곡길 477,전라남도 여수시 소라면 봉두리 1345,34.83048097,127.579499
나루터가든,전라남도 광양시 도촌안2길 28,전라남도 광양시 태인동 1320-7,34.94386064,127.7410253
지에스25덕례수시아점,전라남도 광양시 광양읍 갈티로 54,전라남도 광양시 광양읍 덕례리 1761-1,34.96894037,127.5672065
남해안참숯장어전문,전라남도 여수시 성산6길 53-1,전라남도 여수시 화장동 770-6,34.77357744,127.6440502
통뼈감자탕포미,전라남도 목포시 연산백련로21번길 6,전라남도 목포시 연산동 1959-5,34.81718966,126.3911557
