상호명,도로명주소,지번주소,위도,경도
은지네,전라남도 완도군 신지면 신지로 516,전라남도 완도군 신지면 신리 38,34.33427172,126.8230477
엘시실내,전라남도 강진군 강진읍 탐진로 51-11,전라남도 강진군 강진읍 서성리 85-1,34.63876068,126.76268
강동유통,전라남도 해남군 송지면 동현길 51-2,전라남도 해남군 송지면 어란리 1036-9,34.36303868,126.4867524
논곡산업,전라남도 광양시 옥곡면 큰골1길 31,전라남도 광양시 옥곡면 신금리 1410-18,34.98630917,127.7010429
아트관광여행사,전라남도 여수시 돌산읍 우두1길 12-13,전라남도 여수시 돌산읍 우두리 806,34.72753165,127.7417127
心수봉공인중개사사무소,전라남도 무안군 일로읍 오룡번영로 131,전라남도 무안군 일로읍 오룡리 1,34.80812695,126.4834917
솜사탕,전라남도 화순군 화순읍 진각로 148,전라남도 화순군 화순읍 신기리 242-8,35.06426636,126.9872659
고풍화랑,전라남도 순천시 행금길 12,전라남도 순천시 행동 61-1,34.95572861,127.4828566
동수네빵집,전라남도 담양군 담양읍 중앙로 59,전라남도 담양군 담양읍 천변리 46-6,35.3183842,126.9826669
보광카센터,전라남도 강진군 강진읍 중앙로 10,전라남도 강진군 강진읍 평동리 276-2,34.63284535,126.7616119
원진식당,전라남도 여수시 무선5길 27,전라남도 여수시 선원동 1246-5,34.77295857,127.6513727
케이원엔지니어링,전라남도 나주시 동수농공단지길 138-10,전라남도 나주시 동수동 323,34.98715248,126.6797732
가곡탁구장,전라남도 순천시 중앙로 325,전라남도 순천시 가곡동 994-15,34.9746905,127.4817189
128티카페,전라남도 화순군 화순읍 충의로 128,전라남도 화순군 화순읍 광덕리 182,35.05555072,126.9917146
족발야시장전남,전라남도 강진군 강진읍 보은로1길 25,전라남도 강진군 강진읍 남성리 5-20,34.63827895,126.7694166
몽타이,전라남도 광양시 발섬6길 38,전라남도 광양시 중동 1764-1,34.93527485,127.7001883
다모아쇼핑,전라남도 목포시 영산로245번길 19,전라남도 목포시 용당동 1051-10,34.80442045,126.3920814
우리측량설계공사,전라남도 순천시 순천만정원로 86,전라남도 순천시 풍덕동 1757-1,34.93704092,127.4956394
루페컴,전라남도 구례군 구례읍 봉성로 96,전라남도 구례군 구례읍 봉동리 415-3,35.21083021,127.4646922
오투피부손질,전라남도 순천시 연향번영6길 4,전라남도 순천시 연향동 1361-12,34.94765923,127.5176022
부자마트,전라남도 순천시 중앙로 479,전라남도 순천시 가곡동 37-38,34.98751032,127.4883527
좋은날,전라남도 광양시 광양읍 순광로 683,전라남도 광양시 광양읍 인동리 414-7,34.96950393,127.5893139
호박유흥주점,전라남도 해남군 해남읍 읍내길 20,전라남도 해남군 해남읍 읍내리 31-2,34.57095454,126.5992822
여수가마솥국밥,전라남도 여수시 대교로 35,전라남도 여수시 봉산동 244-10,34.73541041,127.7250566
사천푸드미평점,전라남도 여수시 미평로 76,전라남도 여수시 미평동 282-8,34.76969407,127.7093424
가성봉민박3,전라남도 영광군 홍농읍 가마미로 354-10,전라남도 영광군 홍농읍 계마리 826-2,35.39751044,126.4094508
대동식당,전라남도 강진군 칠량면 칠량로 80-4,전라남도 강진군 칠량면 영동리 1137-87,34.5716934,126.7988532
루페스빅풋디테일링센터,전라남도 여수시 성산로 51-1,전라남도 여수시 화장동 856-6,34.77495425,127.643203
이모네칼국수,전라남도 무안군 청계면 승달산길 41,전라남도 무안군 청계면 도림리 311-14,34.91043559,126.4339161
플로렌스,전라남도 목포시 삼일로 52-4,전라남도 목포시 대성동 69-6,34.7968006,126.3843511
건축사사무소소망,전라남도 목포시 양을로 206,전라남도 목포시 용당동 1193-6,34.81106049,126.3925317
삼복이네뼈해장국그리고떡볶이,전라남도 화순군 능주면 정암길 62,전라남도 화순군 능주면 잠정리 253-2,34.99081108,126.9554752
치킨나주혁신,전라남도 나주시 황동2길 3-15,전라남도 나주시 빛가람동 447-1,35.01416299,126.7730157
세븐일레븐여수문수주공점,전라남도 여수시 여문2로 6-3,전라남도 여수시 문수동 715-3,34.74914801,127.6942545
동하당,전라남도 담양군 고서면 가사문학로 324-6,전라남도 담양군 고서면 동운리 1618,35.22315805,126.9725426
쿠킹라이프,전라남도 광양시 중촌길 28,전라남도 광양시 중동 1619-1,34.93835424,127.6915288
미르카페,전라남도 여수시 교동남1길 8,전라남도 여수시 교동 541,34.7395581,127.7335174
디디카페,전라남도 목포시 북항로 124,전라남도 목포시 죽교동 581-6,34.80142222,126.3713228
랑만,전라남도 광양시 광양읍 서천변로 189,전라남도 광양시 광양읍 구산리 516-5,34.97959312,127.5741381
알비티체형교정&FIT,전라남도 목포시 포미로9번길 4,전라남도 목포시 용해동 995-5,34.81694789,126.397423
모찌속눈썹,전라남도 무안군 삼향읍 남악5로48번길 24,전라남도 무안군 삼향읍 남악리 2349,34.80927356,126.4735474
즐거운생활,전라남도 여수시 충민로 273,전라남도 여수시 공화동 1292,34.74699708,127.7426351
금손골드테라피진심을다하다,전라남도 여수시 신기남3길 34,전라남도 여수시 신기동 60-9,34.760847,127.6691635
이지나힐링뮤직,전라남도 장흥군 장흥읍 중앙로 45-3,전라남도 장흥군 장흥읍 건산리 720-122,34.68000528,126.9073524
우리농기계,전라남도 곡성군 옥과면 천변로 99-5,전라남도 곡성군 옥과면 율사리 291-16,35.27053199,127.1334156
가거도맛집,전라남도 목포시 용당로216번길 3-1,전라남도 목포시 용당동 1082-38,34.80622352,126.3989421
라임,전라남도 화순군 화순읍 광덕로 43,전라남도 화순군 화순읍 다지리 635-1,35.04873082,126.9921711
파리바게뜨남평강변도시점,전라남도 나주시 남평읍 강변2길 5-11,전라남도 나주시 남평읍 동사리 363-1,35.04058162,126.8501954
광주식당,전라남도 화순군 백아면 옥리길 32,전라남도 화순군 백아면 옥리 583-4,35.16254374,127.0831479
노을명가,전라남도 목포시 청호로 225,전라남도 목포시 산정동 1150-3,34.80938195,126.3693521
한샘키친순천,전라남도 순천시 팔마로 326,전라남도 순천시 연향동 1684-4,34.93460024,127.5184231
핸디,전라남도 여수시 돌산읍 돌산로 3482,전라남도 여수시 돌산읍 우두리 686-28,34.72397011,127.7500766
현우금화주유소,전라남도 광양시 광양읍 순광로 333,전라남도 광양시 광양읍 덕례리 1365-3,34.9654062,127.5546209
케이비자동화시스템,전라남도 여수시 대평길 133-29,전라남도 여수시 해산동 297-34,34.80072291,127.6384363
위드커피,전라남도 목포시 마인계터로26번길 21,전라남도 목포시 죽교동 399-36,34.78965826,126.3800218
산삼약초&전통차,전라남도 구례군 구례읍 봉동길 27,전라남도 구례군 구례읍 봉동리 189-45,35.20971107,127.4705316
조이피싱,전라남도 여수시 시전6길 11,전라남도 여수시 신기동 97-4,34.75999524,127.6742354
좋은날,전라남도 여수시 문수로 92,전라남도 여수시 문수동 116-3,34.75443923,127.704983
장흥상회,전라남도 함평군 함평읍 시장길 49,전라남도 함평군 함평읍 기각리 982,35.06392299,126.5234042
뻘뚱,전라남도 신안군 팔금면 탑목개길 163,전라남도 신안군 팔금면 읍리 314-1,34.78371989,126.1428926
여기어때횟집,전라남도 여수시 돌산읍 진모길 9-7,전라남도 여수시 돌산읍 평사리 1405-26,34.70690387,127.7586756
아내의정원,전라남도 완도군 완도읍 중도길 16-50,전라남도 완도군 완도읍 중도리 474,34.30740894,126.7215973
옥진식당,전라남도 영광군 영광읍 신남로3길 15-6,전라남도 영광군 영광읍 남천리 321-34,35.27501358,126.503316
카페글램,전라남도 나주시 경현길 65,전라남도 나주시 경현동 96-1,35.03660558,126.7051599
순천대점멘토즈스터디카페,전라남도 순천시 중앙로 226,전라남도 순천시 매곡동 475-6,34.96588898,127.485191
카페브라이언,전라남도 영광군 영광읍 옥당로 134,전라남도 영광군 영광읍 신하리 30-4,35.27417955,126.5021993
카페로사,전라남도 담양군 담양읍 추성로 1356,전라남도 담양군 담양읍 지침리 41-9,35.31981452,126.9866192
소울오카리나,전라남도 순천시 왕지로 375-10,전라남도 순천시 왕지동 87-87,34.97797564,127.5554509
집밥뷔페,전라남도 순천시 중앙로 550,전라남도 순천시 가곡동 6-1,34.99124119,127.4945294
비치노래연습장,전라남도 광양시 진월면 백운1로 389,전라남도 광양시 진월면 망덕리 60-16,34.96202878,127.7513161
순한고기,전라남도 목포시 고하대로 672,전라남도 목포시 산정동 1633-14,34.80730023,126.3714039
거상,전라남도 여수시 대학로 39,전라남도 여수시 미평동 756-5,34.77304892,127.702404
한솥국밥,전라남도 완도군 완도읍 청해진남로 5,전라남도 완도군 완도읍 군내리 310-218,34.3145049,126.7576361
남도,전라남도 광양시 오류4길 27,전라남도 광양시 중동 1643-8,34.93717855,127.6971928
정든집,전라남도 여수시 무선6길 47,전라남도 여수시 선원동 1279-12,34.77578459,127.6497438
드림조경,전라남도 곡성군 오산면 무옥로 184,전라남도 곡성군 오산면 연화리 843-2,35.26200901,127.0982173
이삭공인중개사사무소,전라남도 무안군 삼향읍 남악3로82번길 7,전라남도 무안군 삼향읍 남악리 2123,34.81331069,126.4612978
선우행정사사무소,전라남도 순천시 기적의도서관1길 4,전라남도 순천시 조례동 1588-5,34.95469747,127.5239006
선샤인호텔,전라남도 목포시 평화로73번길 4,전라남도 목포시 상동 1144,34.79707276,126.4327304
오대세탁소,전라남도 무안군 현경면 현해로 70,전라남도 무안군 현경면 평산리 1091-54,35.02082015,126.4134395
몬스터가든,전라남도 목포시 장미로 48,전라남도 목포시 상동 997-3,34.80256509,126.4266708
용비어,전라남도 광양시 중마로 207,전라남도 광양시 중동 1414-4,34.94336873,127.6888935
캐슬공인중개사사무소,전라남도 나주시 빛가람로 747,전라남도 나주시 빛가람동 210-2,35.02158197,126.7937458
예림인테리어,전라남도 여수시 돌산읍 돌산로 3482,전라남도 여수시 돌산읍 우두리 686-28,34.72397011,127.7500766
본전회수산,전라남도 목포시 미항로 153,전라남도 목포시 옥암동 1098-19,34.79775262,126.4365311
김미정헤어스토리,전라남도 여수시 여문2로 133,전라남도 여수시 문수동 170,34.75421827,127.6994132
뻘낙지,전라남도 목포시 원형로 44-2,전라남도 목포시 상동 1124-6,34.79938818,126.4319435
시민행정사무소시민선박중개사무소,전라남도 여수시 쌍봉로 55,전라남도 여수시 학동 11-9,34.76671398,127.6619519
빽다방화순광덕점,전라남도 화순군 화순읍 중앙로 93,전라남도 화순군 화순읍 만연리 240-7,35.06058828,126.991554
새아지트,전라남도 순천시 연향1로 12-1,전라남도 순천시 연향동 1390-3,34.94469496,127.5157256
달보드레,전라남도 장흥군 장흥읍 중앙로 76,전라남도 장흥군 장흥읍 건산리 708-1,34.68251996,126.9063044
루어카페,전라남도 영암군 학산면 영산로 1139,전라남도 영암군 학산면 매월리 761,34.79354295,126.5231057
청해동물,전라남도 완도군 완도읍 중앙길 20-1,전라남도 완도군 완도읍 군내리 782-101,34.31358453,126.7575519
오늘의회,전라남도 여수시 무선로 65,전라남도 여수시 선원동 137-15,34.766904,127.6557679
빈티지나무,전라남도 화순군 화순읍 부처샘길 1-3,전라남도 화순군 화순읍 신기리 395-6,35.06708923,126.9906846
시선디자인,전라남도 목포시 후광대로143번안길 51-2,전라남도 목포시 옥암동 1215-3,34.81331951,126.4478001
하이포크정육식당,전라남도 여수시 학동서5길 2,전라남도 여수시 학동 58-20,34.76194795,127.6565422
한성하이테크,전라남도 영암군 삼호읍 대불로 745,전라남도 영암군 삼호읍 난전리 1685-35,34.77545639,126.4270436
섬진강,전라남도 순천시 황전면 비촌1길 87,전라남도 순천시 황전면 비촌리 990-1,35.17372452,127.42852
모란교육원협동조합,전라남도 진도군 진도읍 서문길 8-21,전라남도 진도군 진도읍 성내리 46-1,34.48514505,126.2635425
에스이와이,전라남도 목포시 마인계터로40번길 4,전라남도 목포시 죽동 220,34.79035546,126.3829691
지디뚜레쥬르영광법성포점,전라남도 영광군 법성면 굴비로 83,전라남도 영광군 법성면 법성리 688-10,35.35634769,126.4489301
공감,전라남도 목포시 마인계터로 44,전라남도 목포시 죽동 36-1,34.79040342,126.3831867
심봉사도로케장흥관산점,전라남도 장흥군 관산읍 정남진로 17,전라남도 장흥군 관산읍 죽교리 444-1,34.5625846,126.9405679
비비큐,전라남도 순천시 왕지로 12,전라남도 순천시 왕지동 869-1,34.96963279,127.523409
다정청국장,전라남도 순천시 장평로 60,전라남도 순천시 풍덕동 1264,34.94514707,127.4961153
고흥전기조명상사,전라남도 고흥군 고흥읍 고흥로 1569,전라남도 고흥군 고흥읍 등암리 427-1,34.59526992,127.2742722
남경환경향기로운집,전라남도 순천시 도장길 25,전라남도 순천시 연향동 1611-5,34.93977096,127.526658
정식육식당,전라남도 목포시 죽산로30번길 18,전라남도 목포시 산정동 1723-6,34.81034425,126.3779558
더조은치킨,전라남도 영암군 시종면 내동중앙로 27-1,전라남도 영암군 시종면 내동리 11-6,34.86753756,126.6078764
제주까망이,전라남도 순천시 해룡면 신대4길 6,전라남도 순천시 해룡면 신대리 1987-4,34.93361851,127.5516292
한별공인중개사사무소,전라남도 장성군 남면 나노산단2로 201,전라남도 장성군 남면 삼태리 878-2,35.2368891,126.838313
올로르,전라남도 장성군 삼서면 수양로 190-112,전라남도 장성군 삼서면 수양리 267,35.23483801,126.6680819
속초명태마을,전라남도 장흥군 회진면 가학회진로 1601,전라남도 장흥군 회진면 회진리 911,34.48263147,126.9394677
에스키즈모다,전라남도 순천시 해룡면 상성길 70,전라남도 순천시 해룡면 남가리 99,34.92556877,127.54446
새론산업,전라남도 영광군 군서면 백수로16길 54-7,전라남도 영광군 군서면 만곡리 481-9,35.28928048,126.4636989
여수달밤,전라남도 여수시 공화남2길 12,전라남도 여수시 공화동 1047-11,34.7454474,127.7430658
광흥조경,전라남도 장흥군 유치면 유치도암로 43,전라남도 장흥군 유치면 대천리 516-4,34.84624379,126.8799235
레츠리드서적,전라남도 순천시 성죽길 31,전라남도 순천시 연향동 1603-1,34.94086376,127.5248673
제이엠음악학원,전라남도 여수시 선소로 72-13,전라남도 여수시 신기동 137,34.75824372,127.6699167
무공돈까스순천,전라남도 순천시 왕지2길 4-36,전라남도 순천시 왕지동 864-4,34.96833946,127.5223323
네모드림,전라남도 여수시 소호로 486,전라남도 여수시 소호동 365-20,34.74548879,127.6541421
고고모바일,전라남도 여수시 웅천로 108,전라남도 여수시 웅천동 1880-5,34.74142744,127.6754004
에이치타투,전라남도 여수시 선소로 84,전라남도 여수시 신기동 109-11,34.75990696,127.6682497
혜뷰티,전라남도 담양군 담양읍 중앙로 65-1,전라남도 담양군 담양읍 천변리 33-1,35.31905059,126.9825926
루디오르,전라남도 순천시 왕지로 8,전라남도 순천시 왕지동 863-1,34.96964931,127.5230256
광무체육관,전라남도 여수시 선소로 132,전라남도 여수시 신기동 32-8,34.76415778,127.6700024
더예헤어샵,전라남도 순천시 연향중앙상가길 56,전라남도 순천시 연향동 1346,34.94869923,127.5184392
한국소방ENG,전라남도 여수시 쌍봉로 128,전라남도 여수시 학동 17-31,34.76523903,127.6698015
자연담음·치유공방,전라남도 순천시 하대석길 47,전라남도 순천시 연향동 1483-1,34.94664117,127.524615
애호박국밥,전라남도 영암군 학산면 독천로 214,전라남도 영암군 학산면 독천리 35-19,34.72590615,126.5725994
장수국밥,전라남도 광양시 중마용소5길 4-1,전라남도 광양시 중동 1385-4,34.94081404,127.6875238
유노이아,전라남도 해남군 삼산면 대흥사길 108,전라남도 해남군 삼산면 구림리 146-15,34.4968152,126.6194467
K스크린골프그늘집,전라남도 여수시 성산1길 27,전라남도 여수시 화장동 785-13,34.77733282,127.6489288
커피꽃,전라남도 강진군 도암면 봉황로 616,전라남도 강진군 도암면 봉황리 295-25,34.53923136,126.6825611
파티,전라남도 영광군 영광읍 중앙로 191,전라남도 영광군 영광읍 백학리 12-1,35.27603013,126.5119253
목포가자바다로,전라남도 목포시 삼학로92번길 104,전라남도 목포시 산정동 1454-7,34.78079864,126.3882356
연향얼음,전라남도 순천시 대석2길 11-4,전라남도 순천시 연향동 1502-3,34.94458339,127.5239919
남진스팀세차광택,전라남도 순천시 지현길 30,전라남도 순천시 덕월동 472-2,34.93581631,127.4894949
수나로움,전라남도 순천시 행금길 6-33,전라남도 순천시 행동 115,34.95580844,127.4825495
피커,전라남도 목포시 영산로 683-1,전라남도 목포시 석현동 502-5,34.8260628,126.4217096
뚜레쥬르완도점,전라남도 완도군 완도읍 장보고대로 237,전라남도 완도군 완도읍 군내리 1263-14,34.31641546,126.7513715
휴다움카페,전라남도 강진군 병영면 병영성로 80,전라남도 강진군 병영면 삼인리 432-2,34.71166592,126.8167882
화순돔아일랜드,전라남도 화순군 화순읍 학포로 2653-20,전라남도 화순군 화순읍 벽라리 578-3,35.04622586,126.961292
나이발관,전라남도 목포시 연동로4번길 13,전라남도 목포시 산정동 1080-69,34.79424988,126.3938961
해암요도예공방,전라남도 곡성군 죽곡면 비봉가목길 95-134,전라남도 곡성군 죽곡면 유봉리 527,35.14272279,127.3329538
김한나공인중개사사무소,전라남도 해남군 해남읍 구교2길 26,전라남도 해남군 해남읍 구교리 93,34.57771515,126.5930002
임회주유소,전라남도 진도군 임회면 진도대로 5861,전라남도 진도군 임회면 석교리 236-1,34.4103664,126.1939387
해든뷰,전라남도 여수시 외밭넘2길 10,전라남도 여수시 덕충동 695-1,34.75628428,127.7477729
대능상사,전라남도 여수시 여수산단로 724,전라남도 여수시 중흥동 1703-2,34.8388484,127.6949292
현그라픽스,전라남도 여수시 시전4길 12-4,전라남도 여수시 신기동 94-10,34.75895879,127.6743378
객사모던수,전북특별자치도 전주시 완산구 전주객사3길 45,전북특별자치도 전주시 완산구 고사동 474-3,35.81916536,127.1419346
건강한웰빙음료,전북특별자치도 남원시 의총로 51,전북특별자치도 남원시 금동 264-1,35.40461258,127.3758876
지리산흙돼지촌마을,전북특별자치도 남원시 주천면 정령치로 164,전북특별자치도 남원시 주천면 호경리 470-30,35.38842689,127.4528111
스마일축산정육,전북특별자치도 군산시 현충로 34,전북특별자치도 군산시 나운동 868-12,35.9584176,126.6883966
이화식당,전북특별자치도 군산시 진포로 155,전북특별자치도 군산시 조촌동 790-10,35.97253852,126.7326894
에이스자동차공업사,전북특별자치도 군산시 칠성4길 110-2,전북특별자치도 군산시 산북동 3574-12,35.96470009,126.6769738
브이아이피스크린골프,전북특별자치도 남원시 용성로 348,전북특별자치도 남원시 월락동 131-49,35.4225455,127.4071557
한뚝수육국밥,전북특별자치도 완주군 봉동읍 과학로 997,전북특별자치도 완주군 봉동읍 둔산리 908-3,35.95805369,127.1253694
더블유하우스,전북특별자치도 익산시 동서로 504,전북특별자치도 익산시 어양동 65-42,35.95279779,126.9886841
비뇨블,전북특별자치도 전주시 완산구 신봉3길 35,전북특별자치도 전주시 완산구 효자동1가 605-1,35.81246923,127.1146751
마라부마라탕,전북특별자치도 정읍시 상동중앙로 30-13,전북특별자치도 정읍시 상동 308-1,35.55933047,126.8679493
라라코스트평화점,전북특별자치도 전주시 완산구 모악로 4692,전북특별자치도 전주시 완산구 평화동2가 302-15,35.78830656,127.13095
더블유,전북특별자치도 익산시 하나로11길 36-6,전북특별자치도 익산시 영등동 842-11,35.95963632,126.9777883
혁신대성약국,전북특별자치도 완주군 이서면 안전로 163,전북특별자치도 완주군 이서면 갈산리 662-7,35.83875446,127.0581635
엘이디비전,전북특별자치도 완주군 용진읍 양전지동길 13-18,전북특별자치도 완주군 용진읍 신지리 1056-4,35.91958969,127.1702696
한울밥상,전북특별자치도 전주시 완산구 기린대로 104,전북특별자치도 전주시 완산구 남노송동 529-21,35.81872597,127.1549755
맘스터치나운점,전북특별자치도 군산시 수송로 42,전북특별자치도 군산시 나운동 487-5,35.96680627,126.7006414
책방토닥토닥,전북특별자치도 전주시 완산구 풍남문2길 53,전북특별자치도 전주시 완산구 전동 303-181,35.81214664,127.1473547
세븐스타코인노래연습장김제검산점,전북특별자치도 김제시 검산택지5길 20,전북특별자치도 김제시 검산동 1066-1,35.80227348,126.9034015
예림이상회,전북특별자치도 군산시 구암31로 134,전북특별자치도 군산시 경암동 584-6,35.98134789,126.7339346
지에스25전주,전북특별자치도 전주시 완산구 범안3길 7,전북특별자치도 전주시 완산구 효자동2가 1167-3,35.81237918,127.1073729
에이샵헤어살롱,전북특별자치도 전주시 덕진구 명륜4길 17-8,전북특별자치도 전주시 덕진구 덕진동1가 1314-162,35.8438923,127.126226
보보스,전북특별자치도 전주시 덕진구 솔내8길 37-1,전북특별자치도 전주시 덕진구 송천동1가 137-112,35.86098527,127.1255624
오땡큐헤어,전북특별자치도 남원시 용성로 197-22,전북특별자치도 남원시 도통동 139-1,35.41552825,127.3935533
올가드림뷰티,전북특별자치도 익산시 선화로10길 20-3,전북특별자치도 익산시 모현동1가 293,35.94681279,126.9446572
건승이엔에스,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1584-12,전북특별자치도 전주시 완산구 상림동 63,35.82427997,127.0732971
이디씨,전북특별자치도 전주시 완산구 마당재1길 21,전북특별자치도 전주시 완산구 남노송동 120-2,35.81923273,127.15912
불닭발엽기떡볶이전북도청점,전북특별자치도 전주시 완산구 홍산남로 50,전북특별자치도 전주시 완산구 효자동2가 1155-2,35.81556906,127.1072708
거리상회,전북특별자치도 익산시 중앙로 22-112,전북특별자치도 익산시 중앙동1가 86,35.93892949,126.9490954
휴피부,전북특별자치도 군산시 당북길 5,전북특별자치도 군산시 지곡동 27-2,35.95486623,126.714172
중국전통황제아로마,전북특별자치도 완주군 봉동읍 봉동동서로 134-59,전북특별자치도 완주군 봉동읍 장기리 215-5,35.93859915,127.1678211
